Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,
"4,3,4, ",Dana Penyesuaian dan Otonomi Khusus ,104817918000,
"4,3,4,01, ",Dana Penyesuaian ,104817918000,
"4,3,4,01,01, ","Dana Penyesuaian, ",104817918000,
"4,3,5, ",Bantuan Keuangan  dari  Provinsi atau Pemerintah Daerah Lainnya ,16153200000,
"4,3,5,01, ",Bantuan Keuangan Provinsi ,16153200000,
"4,3,5,01,01, ",Bantuan Keuangan Khusus ,16153200000,
,JUMLAH PENDAPATAN ,1739998448710.19,
8,PENDAPATAN - LO ,1739998448710.19,
5,BELANJA DAERAH ,1758138711553.44,
"5,1, ",BELANJA TIDAK LANGSUNG ,1211228190474.44,
"5,1,1, ",BELANJA PEGAWAI ,996260054275.61,
"5,1,1,01, ",Gaji dan Tunjangan ,657422742997.36,
"5,1,1,01,001, ",Gaji Pokok/Uang Representasi ,512289455214.78,
"5,1,1,01,002, ",Tunjangan Keluarga ,48191624447.59,
"5,1,1,01,003, ",Tunjangan Jabatan ,8461299674,
"5,1,1,01,004, ",Tunjangan Fungsional ,37171534006,
"5,1,1,01,005, ",Tunjangan Fungsional Umum ,7545062320,
"5,1,1,01,006, ",Tunjangan Beras ,26476475370,
"5,1,1,01,007, ",Tunjangan PPh/Tunjangan Khusus ,12009139998.57,
"5,1,1,01,008, ",Pembulatan Gaji ,64415366.42,
"5,1,1,01,009, ",Uang Paket ,86058000,
"5,1,1,01,010, ",Tunjangan Badan Muasyawarah ,29414700,
"5,1,1,01,011, ",Tunjangan Komisi ,55906200,
"5,1,1,01,012, ",Tunjangan Badan Anggaran ,30510900,
"5,1,1,01,013, ",Tunjangan Badan Kehormatan ,9317700,
"5,1,1,01,014, ",Tunjangan Pansus ,44944200,
"5,1,1,01,015, ",Tunjangan Perumahan ,4335000000,
"5,1,1,01,016, ",Tunjangan Badan Legislatif Daerah ,15894900,
"5,1,1,01,017, ",Uang Jasa Pengabdian ,213570000,
"5,1,1,01,018, ",Biaya Penunjang Operasional Pimpinan DPRD ,393120000,
"5,1,1,02, ",Tambahan Penghasilan PNS ,36000000000,
"5,1,1,02,005, ",Tambahan Penghasilan berdasarkan prestasi kerja ,36000000000,
"5,1,1,03, ",Biaya Penerimaan lainnya Pimpinan dan Anggota DPRD serta KDH/WKDH ,3902000000,
"5,1,1,03,001, ",Tunjangan Komunikasi Intensif Pimpinan dan Anggota DPRD ,3402000000,
"5,1,1,03,002, ",Biaya Penunjang Operasional KDH/WKDH ,500000000,
"5,1,1,04, ",Tunjangan Profesi Guru PNSD dan Tambahan Penghasilan Guru PNSD ,263331835000,
"5,1,1,04,001, ","Tunjangan Profesi Guru PNSD, ",261307735000,
"5,1,1,04,002, ",Tunjangan Tambahan Penghasilan Guru PNSD ,2024100000,
"5,1,1,05, ",Insentif Pemungutan Pajak Daerah ,1626115000,
"5,1,1,05,001, ",Insentif Pemungutan Pajak Daerah ,1626115000,
"5,1,1,06, ",Insentif Pemungutan Retribusi Daerah ,1308754778.25,
"5,1,1,06,001, ",Insentif  Pemungutan Retribusi Daerah ,1308754778.25,
"5,1,1,07, ",Iuran Jaminan Kesehatan ,32668606500,
"5,1,1,07,001, ",Iuran Jaminan Kesehatan Nasional ,30018606500,
"5,1,1,07,002, ",Iuran Jaminan Kecelakaan Kerja ,1185000000,
"5,1,1,07,003, ",Iuran Jaminan Kematian ,1465000000,
"5,1,2, ",BELANJA BUNGA ,18580000,
"5,1,2,01, ",Bunga Utang Pinjaman ,18580000,
"5,1,2,01,003, ",Bunga Utang Pinjaman kepada Lembaga Keuangan Bank ,18580000,
"5,1,4, ",BELANJA HIBAH ,729500000,
"5,1,4,05, ",Belanja Hibah kepada Badan/Lembaga/Organisasi Swasta ,729500000,
"5,1,4,05,001, ","Belanja Hibah kepada Badan/Lembaga/Organisasi Swasta, ",729500000,
"5,1,6, ",BELANJA BAGI HASIL KEPADA PEMERINTAH DESA ,7650029500,
"5,1,6,03, ",Belanja Bagi Hasil Pajak Daerah Kepada Pemerintah Desa ,3285230000,
"5,1,6,03,001, ",Desa Wonosari ,33318000,
"5,1,6,03,002, ",Desa Kepek ,35241300,
"5,1,6,03,003, ",Desa Piyaman ,25781500,
"5,1,6,03,004, ",Desa Baleharjo ,30402900,
"5,1,6,03,005, ",Desa Selang ,23878800,
"5,1,6,03,006, ",Desa Siraman ,22583200,
"5,1,6,03,007, ",Desa Gari ,22631800,
"5,1,6,03,008, ",Desa Karangtengah ,22854400,
"5,1,6,03,009, ",Desa Pulutan ,22510200,
"5,1,6,03,010, ",Desa Wareng ,21490900,
"5,1,6,03,011, ",Desa Duwet ,21169500,
"5,1,6,03,012, ",Desa Mulo ,20447600,
"5,1,6,03,013, ",Desa Wunung ,21452900,
"5,1,6,03,014, ",Desa Karangrejek ,23922800,
"5,1,6,03,015, ",Desa Natah ,21299000,
"5,1,6,03,016, ",Desa Pilangrejo ,21341800,
"5,1,6,03,017, ",Desa Kedungpoh ,21475400,
"5,1,6,03,018, ",Desa Pengkol ,21369200,
"5,1,6,03,019, ",Desa Kedungkeris ,21600300,
"5,1,6,03,020, ",Desa Nglipar ,20596000,
"5,1,6,03,021, ",Desa Katongan ,20361400,
"5,1,6,03,022, ",Desa Banyusoco ,23612600,
"5,1,6,03,023, ",Desa Plembutan ,21812900,
"5,1,6,03,024, ",Desa Bleberan ,23239900,
"5,1,6,03,025, ",Desa Getas ,22213500,
"5,1,6,03,026, ",Desa Dengok ,21022500,
"5,1,6,03,027, ",Desa Ngunut ,20409600,
"5,1,6,03,028, ",Desa Playen ,22383200,
"5,1,6,03,029, ",Desa Ngawu ,22010400,
"5,1,6,03,030, ",Desa Bandung ,24283300,
"5,1,6,03,031, ",Desa Logandeng ,29615700,
"5,1,6,03,032, ",Desa Gading ,24894600,
"5,1,6,03,033, ",Desa Banaran ,21429700,
"5,1,6,03,034, ",Desa Ngleri ,19414100,
"5,1,6,03,035, ",Desa Bunder ,21314300,
"5,1,6,03,036, ",Desa Beji ,20247400,
"5,1,6,03,037, ",Desa Pengkok ,20645600,
"5,1,6,03,038, ",Desa Semoyo ,19981900,
"5,1,6,03,039, ",Desa Salam ,20442700,
"5,1,6,03,040, ",Desa Patuk ,19850200,
"5,1,6,03,041, ",Desa Ngoro-oro ,22072400,
"5,1,6,03,042, ",Desa Nglanggeran ,20548400,
"5,1,6,03,043, ",Desa Putat ,21773200,
"5,1,6,03,044, ",Desa Nglegi ,21496800,
"5,1,6,03,045, ",Desa Terbah ,20178300,
"5,1,6,03,046, ",Desa Sodo ,20159600,
"5,1,6,03,047, ",Desa Pampang ,19978400,
"5,1,6,03,048, ",Desa Grogol ,20044100,
"5,1,6,03,049, ",Desa Karangduwet ,24547000,
"5,1,6,03,050, ",Desa Karangasem ,22176500,
"5,1,6,03,051, ",Desa Mulusan ,20894900,
"5,1,6,03,052, ",Desa Giring ,21212300,
"5,1,6,03,053, ",Desa Girikarto ,22079300,
"5,1,6,03,054, ",Desa Girisekar ,25030400,
"5,1,6,03,055, ",Desa Girimulyo ,23088000,
"5,1,6,03,056, ",Desa Giriwungu ,21202800,
"5,1,6,03,057, ",Desa Giriharjo ,22010200,
"5,1,6,03,058, ",Desa Girisuko ,24009300,
"5,1,6,03,059, ",Desa Giripanggung ,25109400,
"5,1,6,03,060, ",Desa Sumberwungu ,24808300,
"5,1,6,03,061, ",Desa Sidoharjo ,24974600,
"5,1,6,03,062, ",Desa Tepus ,29714200,
"5,1,6,03,063, ",Desa Purwodadi ,25955000,
"5,1,6,03,064, ",Desa Ngeposari ,28644700,
"5,1,6,03,065, ",Desa Semanu ,35691800,
"5,1,6,03,066, ",Desa Pacarejo ,30444700,
"5,1,6,03,067, ",Desa Candirejo ,27291300,
"5,1,6,03,068, ",Desa Dadapayu ,26562700,
"5,1,6,03,069, ",Desa Bejiharjo ,29819200,
"5,1,6,03,070, ",Desa Wiladeg ,22665600,
"5,1,6,03,071, ",Desa Bendungan ,19712800,
"5,1,6,03,072, ",Desa Kelor ,20953300,
"5,1,6,03,073, ",Desa Ngipak ,21380000,
"5,1,6,03,074, ",Desa Karangmojo ,26065600,
"5,1,6,03,075, ",Desa Gedangrejo ,22920000,
"5,1,6,03,076, ",Desa Ngawis ,20971400,
"5,1,6,03,077, ",Desa Jatiayu ,24620200,
"5,1,6,03,078, ",Desa Umbulrejo ,22109800,
"5,1,6,03,079, ",Desa Sawahan ,22186600,
"5,1,6,03,080, ",Desa Tambakromo ,22274100,
"5,1,6,03,081, ",Desa Kenteng ,22803900,
"5,1,6,03,082, ",Desa Sumbergiri ,24574000,
"5,1,6,03,083, ",Desa Genjahan ,22760700,
"5,1,6,03,084, ",Desa Ponjong ,22837100,
"5,1,6,03,085, ",Desa Karangasem ,20925900,
"5,1,6,03,086, ",Desa Bedoyo ,23698700,
"5,1,6,03,087, ",Desa Sidorejo ,23787300,
"5,1,6,03,088, ",Desa Gombang ,20166700,
"5,1,6,03,089, ",Desa Bohol ,19795400,
"5,1,6,03,090, ",Desa Pringombo ,21662200,
"5,1,6,03,091, ",Desa Botodayaan ,23353300,
"5,1,6,03,092, ",Desa Petir ,22045200,
"5,1,6,03,093, ",Desa Pucanganom ,22637600,
"5,1,6,03,094, ",Desa Semugih ,22977700,
"5,1,6,03,095, ",Desa Melikan ,21408700,
"5,1,6,03,096, ",Desa Karangwuni ,21642400,
"5,1,6,03,097, ",Desa Kalitekuk ,22486000,
"5,1,6,03,098, ",Desa Kemejing ,20689900,
"5,1,6,03,099, ",Desa Bulurejo ,20943500,
"5,1,6,03,100, ",Desa Sumberejo ,23360300,
"5,1,6,03,101, ",Desa Bendung ,21306100,
"5,1,6,03,102, ",Desa Candirejo ,22024800,
"5,1,6,03,103, ",Desa Rejosari ,23299900,
"5,1,6,03,104, ",Desa Karangsari ,21662800,
"5,1,6,03,105, ",Desa Pundungsari ,22730700,
"5,1,6,03,106, ",Desa Semin ,25807000,
"5,1,6,03,107, ",Desa Tancep ,21415800,
"5,1,6,03,108, ",Desa Sambirejo ,22983100,
"5,1,6,03,109, ",Desa Jurangjero ,21533500,
"5,1,6,03,110, ",Desa Kampung ,24605100,
"5,1,6,03,111, ",Desa Beji ,22499900,
"5,1,6,03,112, ",Desa Watusigar ,22556600,
"5,1,6,03,113, ",Desa Hargomulyo ,23520200,
"5,1,6,03,114, ",Desa Mertelu ,21122800,
"5,1,6,03,115, ",Desa Watugajah ,21238300,
"5,1,6,03,116, ",Desa Sampang ,20213000,
"5,1,6,03,117, ",Desa Serut ,19418300,
"5,1,6,03,118, ",Desa Ngalang ,25412600,
"5,1,6,03,119, ",Desa Tegalrejo ,22942900,
"5,1,6,03,120, ",Desa Krambilsawit ,21628000,
"5,1,6,03,121, ",Desa Ngloro ,19080700,
"5,1,6,03,122, ",Desa Jetis ,21424200,
"5,1,6,03,123, ",Desa Kepek ,22452900,
"5,1,6,03,124, ",Desa Kanigoro ,22808500,
"5,1,6,03,125, ",Desa Monggol ,21450500,
"5,1,6,03,126, ",Desa Planjan ,22826500,
"5,1,6,03,127, ",Desa Balong ,21858800,
"5,1,6,03,128, ",Desa Jepitu ,23962300,
"5,1,6,03,129, ",Desa Karangawen ,20384600,
"5,1,6,03,130, ",Desa Nglindur ,20494300,
"5,1,6,03,131, ",Desa Jerukwudel ,20272500,
"5,1,6,03,132, ",Desa Tileng ,22802700,
"5,1,6,03,133, ",Desa Pucung ,22324600,
"5,1,6,03,134, ",Desa Songbanyu ,21712300,
"5,1,6,03,135, ",Desa Hargosari ,22852900,
"5,1,6,03,136, ",Desa Kemiri ,22549900,
"5,1,6,03,137, ",Desa Kemadang ,23349200,
"5,1,6,03,138, ",Desa Banjarejo ,22219700,
"5,1,6,03,139, ",Desa Ngestirejo ,23092500,
"5,1,6,03,140, ",Desa Giripurwo ,25981600,
"5,1,6,03,141, ",Desa Giricahyo ,22513900,
"5,1,6,03,142, ",Desa Girijati ,20962300,
"5,1,6,03,143, ",Desa Giriasih ,20335800,
"5,1,6,03,144, ",Desa Giritirto ,23108700,
"5,1,6,05, ",Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa ,4364799500,
"5,1,6,05,001, ",Desa Wonosari ,25303500,
"5,1,6,05,002, ",Desa Kepek ,27174200,
"5,1,6,05,003, ",Desa Piyaman ,21317900,
"5,1,6,05,004, ",Desa Baleharjo ,18994000,
"5,1,6,05,005, ",Desa Selang ,16963600,
"5,1,6,05,006, ",Desa Siraman ,18250700,
"5,1,6,05,007, ",Desa Gari ,19299600,
"5,1,6,05,008, ",Desa Karangtengah ,22645300,
"5,1,6,05,009, ",Desa Pulutan ,17101400,
"5,1,6,05,010, ",Desa Wareng ,17494400,
"5,1,6,05,011, ",Desa Duwet ,15212800,
"5,1,6,05,012, ",Desa Mulo ,18074900,
"5,1,6,05,013, ",Desa Wunung ,17523200,
"5,1,6,05,014, ",Desa Karangrejek ,18127000,
"5,1,6,05,015, ",Desa Natah ,17410600,
"5,1,6,05,016, ",Desa Pilangrejo ,19245500,
"5,1,6,05,017, ",Desa Kedungpoh ,20218100,
"5,1,6,05,018, ",Desa Pengkol ,19292000,
"5,1,6,05,019, ",Desa Kedungkeris ,18742600,
"5,1,6,05,020, ",Desa Nglipar ,20972300,
"5,1,6,05,021, ",Desa Katongan ,19832500,
"5,1,6,05,022, ",Desa Banyusoco ,21996700,
"5,1,6,05,023, ",Desa Plembutan ,17644700,
"5,1,6,05,024, ",Desa Bleberan ,103747000,
"5,1,6,05,025, ",Desa Getas ,18382200,
"5,1,6,05,026, ",Desa Dengok ,15180100,
"5,1,6,05,027, ",Desa Ngunut ,14511000,
"5,1,6,05,028, ",Desa Playen ,16790800,
"5,1,6,05,029, ",Desa Ngawu ,22228600,
"5,1,6,05,030, ",Desa Bandung ,16465000,
"5,1,6,05,031, ",Desa Logandeng ,22948100,
"5,1,6,05,032, ",Desa Gading ,20821600,
"5,1,6,05,033, ",Desa Banaran ,17526800,
"5,1,6,05,034, ",Desa Ngleri ,16724400,
"5,1,6,05,035, ",Desa Bunder ,17256000,
"5,1,6,05,036, ",Desa Beji ,15466100,
"5,1,6,05,037, ",Desa Pengkok ,15887600,
"5,1,6,05,038, ",Desa Semoyo ,15728600,
"5,1,6,05,039, ",Desa Salam ,16021500,
"5,1,6,05,040, ",Desa Patuk ,17092700,
"5,1,6,05,041, ",Desa Ngoro-oro ,17029400,
"5,1,6,05,042, ",Desa Nglanggeran ,141119300,
"5,1,6,05,043, ",Desa Putat ,17381200,
"5,1,6,05,044, ",Desa Nglegi ,17325000,
"5,1,6,05,045, ",Desa Terbah ,15706100,
"5,1,6,05,046, ",Desa Sodo ,16552700,
"5,1,6,05,047, ",Desa Pampang ,15225100,
"5,1,6,05,048, ",Desa Grogol ,15157700,
"5,1,6,05,049, ",Desa Karangduwet ,22220300,
"5,1,6,05,050, ",Desa Karangasem ,26443100,
"5,1,6,05,051, ",Desa Mulusan ,18497600,
"5,1,6,05,052, ",Desa Giring ,17076700,
"5,1,6,05,053, ",Desa Girikarto ,18780100,
"5,1,6,05,054, ",Desa Girisekar ,23726900,
"5,1,6,05,055, ",Desa Girimulyo ,22958700,
"5,1,6,05,056, ",Desa Giriwungu ,16811600,
"5,1,6,05,057, ",Desa Giriharjo ,18274100,
"5,1,6,05,058, ",Desa Girisuko ,23067500,
"5,1,6,05,059, ",Desa Giripanggung ,22729800,
"5,1,6,05,060, ",Desa Sumberwungu ,22312700,
"5,1,6,05,061, ",Desa Sidoharjo ,110898300,
"5,1,6,05,062, ",Desa Tepus ,168510050,
"5,1,6,05,063, ",Desa Purwodadi ,53251800,
"5,1,6,05,064, ",Desa Ngeposari ,25080200,
"5,1,6,05,065, ",Desa Semanu ,33864100,
"5,1,6,05,066, ",Desa Pacarejo ,44979800,
"5,1,6,05,067, ",Desa Candirejo ,26591000,
"5,1,6,05,068, ",Desa Dadapayu ,24422000,
"5,1,6,05,069, ",Desa Bejiharjo ,482737500,
"5,1,6,05,070, ",Desa Wiladeg ,17851600,
"5,1,6,05,071, ",Desa Bendungan ,14723100,
"5,1,6,05,072, ",Desa Kelor ,15833500,
"5,1,6,05,073, ",Desa Ngipak ,16301900,
"5,1,6,05,074, ",Desa Karangmojo ,25054700,
"5,1,6,05,075, ",Desa Gedangrejo ,21287700,
"5,1,6,05,076, ",Desa Ngawis ,17786600,
"5,1,6,05,077, ",Desa Jatiayu ,22099100,
"5,1,6,05,078, ",Desa Umbulrejo ,21833300,
"5,1,6,05,079, ",Desa Sawahan ,19249000,
"5,1,6,05,080, ",Desa Tambakromo ,20413400,
"5,1,6,05,081, ",Desa Kenteng ,17095400,
"5,1,6,05,082, ",Desa Sumbergiri ,19334000,
"5,1,6,05,083, ",Desa Genjahan ,18418800,
"5,1,6,05,084, ",Desa Ponjong ,20044700,
"5,1,6,05,085, ",Desa Karangasem ,16180100,
"5,1,6,05,086, ",Desa Bedoyo ,19984500,
"5,1,6,05,087, ",Desa Sidorejo ,23538600,
"5,1,6,05,088, ",Desa Gombang ,16483000,
"5,1,6,05,089, ",Desa Bohol ,14363400,
"5,1,6,05,090, ",Desa Pringombo ,19798000,
"5,1,6,05,091, ",Desa Botodayaan ,19608200,
"5,1,6,05,092, ",Desa Petir ,17787900,
"5,1,6,05,093, ",Desa Pucanganom ,18858900,
"5,1,6,05,094, ",Desa Semugih ,23096900,
"5,1,6,05,095, ",Desa Melikan ,17227600,
"5,1,6,05,096, ",Desa Karangwuni ,17897200,
"5,1,6,05,097, ",Desa Kalitekuk ,17283600,
"5,1,6,05,098, ",Desa Kemejing ,16405700,
"5,1,6,05,099, ",Desa Bulurejo ,16214800,
"5,1,6,05,100, ",Desa Sumberejo ,19678600,
"5,1,6,05,101, ",Desa Bendung ,16922600,
"5,1,6,05,102, ",Desa Candirejo ,21412100,
"5,1,6,05,103, ",Desa Rejosari ,18797000,
"5,1,6,05,104, ",Desa Karangsari ,19353700,
"5,1,6,05,105, ",Desa Pundungsari ,19663700,
"5,1,6,05,106, ",Desa Semin ,28406800,
"5,1,6,05,107, ",Desa Tancep ,18338300,
"5,1,6,05,108, ",Desa Sambirejo ,20794600,
"5,1,6,05,109, ",Desa Jurangjero ,20031900,
"5,1,6,05,110, ",Desa Kampung ,21981500,
"5,1,6,05,111, ",Desa Beji ,17922800,
"5,1,6,05,112, ",Desa Watusigar ,18692000,
"5,1,6,05,113, ",Desa Hargomulyo ,23119600,
"5,1,6,05,114, ",Desa Mertelu ,17695800,
"5,1,6,05,115, ",Desa Watugajah ,17471500,
"5,1,6,05,116, ",Desa Sampang ,15945200,
"5,1,6,05,117, ",Desa Serut ,18629100,
"5,1,6,05,118, ",Desa Ngalang ,24922000,
"5,1,6,05,119, ",Desa Tegalrejo ,20859200,
"5,1,6,05,120, ",Desa Krambilsawit ,21016400,
"5,1,6,05,121, ",Desa Ngloro ,16596700,
"5,1,6,05,122, ",Desa Jetis ,20669500,
