Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,
"5,2,2,15, ",Belanja Perjalanan Dinas ,36936907700,
"5,2,2,15,001, ",Belanja perjalanan dinas dalam daerah ,7719970000,
"5,2,2,15,002, ",Belanja perjalanan dinas luar daerah ,28596477700,
"5,2,2,15,003, ",Belanja perjalanan dinas tetap ,620460000,
"5,2,2,18, ",Belanja perawatan peralatan dan perlengkapan kantor ,3533655800,
"5,2,2,18,001, ",Belanja pemeliharaan perlatan kantor ,2241692600,
"5,2,2,18,002, ",Belanja pemeliharaan perlengkapan kantor ,1291963200,
"5,2,2,19, ",Belanja Jasa Konsultan ,6556600000,
"5,2,2,19,001, ",Belanja Jasa Konsultan Perencana ,5619700000,
"5,2,2,19,003, ",Belanja Jasa Konsultan Penelitian ,936900000,
"5,2,2,20, ",Uang untuk diberikan kepada pihak ketiga/masyarakat ,3320050000,
"5,2,2,20,001, ",Uang untuk diberikan kepada masyarakat ,3320050000,
"5,2,2,21, ",Belanja Hibah Barang yang akan diserahkan kepada Masyarakat/Pihak Ketiga ,1371725000,
"5,2,2,21,001, ",Belanja Hibah Barang kepada Masyarakat ,1371725000,
"5,2,2,22, ",Belanja Bantuan Sosial Barang ,1860159300,
"5,2,2,22,001, ",Belanja Bantuan Sosial Barang yang individu/keluarga/masyarakat ,1860159300,
"5,2,2,23, ",Belanja Jasa Narasumber/Tenaga Ahli ,10471525000,
"5,2,2,23,001, ",Belanja jasa narasumber ,9237215000,
"5,2,2,23,002, ",Belanja jasa tenaga ahli ,1234310000,
"5,2,2,24, ",Belanja Jasa Pelayanan Kesehatan ,7185752000,
"5,2,2,24,001, ",Belanja Jaminan Kesehatan Semesta (JAMKESTA) ,6506392000,
"5,2,2,24,002, ",Belanja pengolahan limbah medis ,298510000,
"5,2,2,24,003, ",Belanja pengolahan obat expired date ,6000000,
"5,2,2,24,005, ",Belanja jasa pengurusan izin gangguan bidang kesehatan ,4000000,
"5,2,2,24,006, ",Belanja pembayaran klaim BPJS kepada bidan ,370850000,
"5,2,3, ",BELANJA  MODAL ,260198561110,
"5,2,3,01, ",Belanja Modal Pengadaan Tanah ,19537960000,
"5,2,3,01,001, ",Belanja modal pengadan tanah kantor ,521000000,
"5,2,3,01,018, ",Belanja modal pengadaan tanah sarana umum pasar ,1340608000,
"5,2,3,01,019, ",Belanja modal pengadaan tanah sarana umum tempat pembuangan ak ,3763976000,
"5,2,3,01,031, ",Belanja modal pengadaan tanah untuk jalan ,13912376000,
"5,2,3,03, ",Belanja Modal Pengadaan Alat-alat Angkutan Darat Bermotor ,2834004000,
"5,2,3,03,010, ",Belanja modal pengadaan alat-alat angkutan darat bermotor ambulance ,2081604000,
"5,2,3,03,012, ",Belanja modal pengadaan alat-alat angkutan darat bermotor sepeda motor ,251600000,
"5,2,3,03,013, ",Belanja modal pengadaan alat-alat angkutan darat bermotor lift/elevator ,500800000,
"5,2,3,04, ",Belanja Modal Pengadaan Alat-alat Angkutan Darat Tidak Bermotor ,22500000,
"5,2,3,04,001, ",Belanja modal pengadaan gerobak ,22500000,
"5,2,3,05, ",Belanja Modal Pengadaan Alat-alat Angkutan di Air Bermotor ,270000000,
"5,2,3,05,010, ",Belanja modal pengadaan jet ski ,270000000,
"5,2,3,09, ",Belanja Modal Pengadaan Alat-alat Pengolahan Pertanian dan Petani ,59500000,
"5,2,3,09,001, ",Belanaja modal pengadaan penggilingan hasil pertanian ,34500000,
"5,2,3,09,003, ",Belanja modal pengadaan mesin bajak ,25000000,
"5,2,3,10, ",Belanja Modal Pengadaan Peralatan Kantor ,1501873000,
"5,2,3,10,001, ",Belanja modal pengadaan mesin tik ,66278000,
"5,2,3,10,002, ",Belanja modal pengadaan mesin hitung ,9500000,
"5,2,3,10,010, ",Belanja modal pengadaan papan visual elektronik ,362073000,
"5,2,3,10,011, ",Belanja modal pengadaan tabung pemadam kebakaran ,67122000,
"5,2,3,10,012, ",Belanja Modal pengadaan mesin Absensi elektronik ,936800000,
"5,2,3,10,015, ",Belanja Modal Mesin Antrian ,30000000,
"5,2,3,10,016, ",Belanja modal mesin pemotong rumput ,30100000,
"5,2,3,11, ",Belanja Modal Pengadaan Perlengkapan Kantor ,4996590450,
"5,2,3,11,002, ",Belanja modal pengadaan almari ,487251100,
"5,2,3,11,003, ",Belanja modal pengadaan brankas ,73000000,
"5,2,3,11,004, ",Belanja modal pengadaan filling kabinet ,321550000,
"5,2,3,11,005, ",Belanja modal pengadaan white board ,29170000,
"5,2,3,11,006, ",Belanja modal pengadaan penunjuk waktu ,6000000,
"5,2,3,11,007, ",Belanja modal AC ,748675000,
"5,2,3,11,009, ",Belanaj Modal Mesin pompa air ,83200000,
"5,2,3,11,010, ",Belanja Modal Mesin Genset ,1257747500,
"5,2,3,11,011, ",Belanja Modal Kipas Angin ,64192000,
"5,2,3,11,012, ",Belanja Modal Tempat Sampah ,25125000,
"5,2,3,11,013, ",Belanja Modal Vacum Cleaner ,6500000,
"5,2,3,11,014, ",Belanja Modal Tangga Alumunium ,14500000,
"5,2,3,11,015, ",Belanja Modal Troli ,138400000,
"5,2,3,11,016, ",Belanja modal penampungan air/water torn ,17900000,
"5,2,3,11,017, ",Belanja modal tenda ,109200000,
"5,2,3,11,018, ",Belanja modal CCTV ,112070000,
"5,2,3,11,019, ",Belanja modal mesin pengolah limbah ,1259000000,
"5,2,3,11,020, ",Belanja modal gordyn ,82450000,
"5,2,3,11,021, ",Belanja modal papan nama ,160659850,
"5,2,3,12, ",Belanja Modal Pengadaan Komputer ,5914166650,
"5,2,3,12,001, ",Belanja modal pengadaan komputer mainframe/server ,518437195,
"5,2,3,12,002, ",Belanja modal pengadaan komputer /PC ,1383514500,
"5,2,3,12,003, ",Belanja modal pengadaan printer ,550697900,
"5,2,3,12,004, ",Belanja modal pengadaan notebook/laptop ,904882500,
"5,2,3,12,005, ",Belanja modal pengadaan scaner ,25850000,
"5,2,3,12,006, ",Belanja modal pengadaan monitor/display ,100650700,
"5,2,3,12,007, ",Belanja modal pengadaan CPU ,13000000,
"5,2,3,12,008, ",Belanja modal pengadaan UPS/Stabilizer ,38667855,
"5,2,3,12,009, ",Belanja modal pengadaan kelengkapan komputer ,516956000,
"5,2,3,12,010, ",Belanja modal pengadaan peralatan jaringan komputer ,1861510000,
"5,2,3,13, ",Belanja Modal Pengadaan Mebeulair ,2572373400,
"5,2,3,13,001, ",Belanja modal pengadaan meja kerja ,260540000,
"5,2,3,13,002, ",Belanja modal pengadaan meja rapat ,172622400,
"5,2,3,13,003, ",Belanja modal pengadaan meja makan ,1000000,
"5,2,3,13,004, ",Belanja modal pengadaan kursi kerja ,414207000,
"5,2,3,13,005, ",Belanja modal pengadaan kursi rapat ,741704000,
"5,2,3,13,007, ",Belanja modal pengadaan tempat tidur ,41900000,
"5,2,3,13,008, ",Belanja modal pengadaan sofa/meja kursi tamu ,194000000,
"5,2,3,13,009, ",Belanja modal pengadaan rak ,544000000,
"5,2,3,13,011, ",Belanja modal pengadaan kursi tunggu ,202400000,
"5,2,3,14, ",Belanja Modal Pengadaan Peralatan Dapur ,465140000,
"5,2,3,14,001, ",Belanja modal pengadaan tabung gas ,400000,
"5,2,3,14,002, ",Belanja modal pengadaan kompor gas ,1850000,
"5,2,3,14,004, ",Belanja modal pengadaan dispenser ,2000000,
"5,2,3,14,005, ",Belanja modal pengadaan kulkas ,407550000,
"5,2,3,14,007, ",Belanja modal piring/mangkok/gelas/camgkir/sendok/garpu ,40840000,
"5,2,3,14,009, ",Belanja Modal Mesin Cuci ,12500000,
"5,2,3,15, ",Belanja Modal Pengadaan Penghias Ruangan Rumah Tangga ,3450000,
"5,2,3,15,002, ",Belanja modal pengadaan jam dinding/meja ,3450000,
"5,2,3,16, ",Belanja Modal Pengadaan Alat-alat Studio ,1338028700,
"5,2,3,16,001, ",Belanja modal pengadaan kamera ,73779200,
"5,2,3,16,002, ",Belanja modal pengadaan handycam ,11500000,
"5,2,3,16,003, ",Belanja modal pengadaan proyektor ,1252749500,
"5,2,3,17, ",Belanja Modal Pengadaan Alat-alat Komunikasi ,808494000,
"5,2,3,17,001, ",Belanja modal pengadaan telepon ,379050000,
"5,2,3,17,002, ",Belanja modal pengadaan faximile ,9800000,
"5,2,3,17,003, ",Belanja modal pengadaan radio SSB ,25100000,
"5,2,3,17,004, ",Belanja modal pengadaan radio HF/FM (Handy Talkie) ,20500000,
"5,2,3,17,006, ",Belanja modal pengadaan radio UHF ,2800000,
"5,2,3,17,008, ",Belanja modal pengadaan sound sistem ,371244000,
"5,2,3,18, ",Belanja Modal Pengadaan Alat-alat Ukur ,5033387500,
"5,2,3,18,001, ",Belanja modal pengadaan timbangan ,42000000,
"5,2,3,18,003, ",Belanja modal pengadaan alat GPS ,24600000,
"5,2,3,18,005, ",Belanja modal pengadaan bejana ukur ,4959887500,
"5,2,3,18,012, ",Belanja Modal Distometer ,1500000,
"5,2,3,18,014, ",Belanja modal sketmat/jangka sorong ,5400000,
"5,2,3,19, ",Belanja Modal Pengadaan Alat-alat Kedokteran ,9151797960,
"5,2,3,19,001, ",Belanja modal pengadaan alat-alat kedokteran umum ,6129701650,
"5,2,3,19,002, ",Belanja modal pengadaan alat-alat kedokteran gigi ,345096310,
"5,2,3,19,003, ",Belanja modal pengadaan alat-alat kedokteran THT ,60600000,
"5,2,3,19,004, ",Belanja modal pengadaan alat-alat kedoketeran mata ,60600000,
"5,2,3,19,007, ",Belanja modal pengadaan alat-alat kedoketeran kebidanan dan penyakit kandungan ,10000000,
"5,2,3,19,012, ",Belanja modal pengadaan alat-alat kedoketeran hewan ,226400000,
"5,2,3,19,013, ",Belanja modal pengadaan alat-alat farmasi ,5000000,
"5,2,3,19,015, ",Belanja modal bed pasien ,2314400000,
"5,2,3,20, ",Belanja Modal Pengadaan Alat-alat Laboratorium ,10623231800,
"5,2,3,20,001, ",Belanja modal pengadaan alat-alat laboratorium biologi ,4600000,
"5,2,3,20,002, ",Belanja modal pengadaan alat-alat laboratorium fisika/geologi/geodasi ,52250000,
"5,2,3,20,003, ",Belanja modal pengadaan alat-alat laboratorium kimia ,234011800,
"5,2,3,20,009, ",Belanja modal pengadaan alat-alat peraga/praktik sekolah ,10267370000,
"5,2,3,20,010, ",Belanja Modal Alat-alat Laboratorium Lingkungan ,65000000,
"5,2,3,21, ",Belanja Modal Pengadaan Konstruksi Jalan ,57951000000,
"5,2,3,21,001, ",Belanja modal pengadaan konstruksi jalan ,57951000000,
"5,2,3,22, ",Belanja Modal Pengadaan Konstruksi Jembatan ,7638650000,
"5,2,3,22,004, ",Belanja modal pengadaan konstruksi jembatan penyeberangan di atas air ,7638650000,
"5,2,3,23, ",Belanja Modal Pengadaan Konstruksi Jaringan Air ,23150815000,
"5,2,3,23,003, ",Belanja modal pengadaan konstruksi kanal permukaan ,100500000,
"5,2,3,23,005, ",Belanja modal pengadaan konstruksi jaringan irigasi ,12295800000,
"5,2,3,23,006, ",Belanja modal pengadaan konstruksi jaringan air bersih/air minum ,4469270000,
"5,2,3,23,009, ",Belanja modal pengadaan konstruksi drainase ,3180000000,
"5,2,3,23,010, ",Belanja modal konstruksi dam parit ,2727995000,
"5,2,3,23,012, ",Belanja modal pembuangan air kotor/resapan ,377250000,
"5,2,3,24, ","Belanja Modal Pengadaan Penerangan Jalan,Taman dan Hutan Kota ",2793175000,
"5,2,3,24,002, ",Belanja modal pengadaan lampu hias taman ,12000000,
"5,2,3,24,004, ",Belanja modal pengadaan dan pemasangan lampu penerangan jalan ,743100000,
"5,2,3,24,005, ",Belanja modal pembangunan taman ,2038075000,
"5,2,3,25, ",Belanja Modal Pengadaan Instalasi Listrik dan Telepon ,134900000,
"5,2,3,25,001, ","Belanja Modal Pengadaan Instalasi Listrik, ",134900000,
"5,2,3,26, ",Belanja Modal Pengadaan Konstruksi/Pembelian Bangunan ,101616625650,
"5,2,3,26,001, ",Belanja modal pengadaan konstruksi/pembelian bangunan gedung kantor ,79506564400,
"5,2,3,26,003, ",Belanja modal pengadaan konstruksi/pembelian bangunan rumah dinas ,20000000,
"5,2,3,26,004, ",Belanja modal pengadaan konstruksi/pembelian bangunan gedung gudang ,5986163000,
"5,2,3,26,009, ",Belanja Modal sumur bor ,192750000,
"5,2,3,26,011, ",Belanja Modal pembangunan pasar ,8205322000,
"5,2,3,26,012, ",Belanja modal sarana dan prasarana tempat wisata ,5757600000,
"5,2,3,26,013, ",Belanja Modal Pagar ,1769176250,
"5,2,3,26,014, ",Belanja modal tralis ,179050000,
"5,2,3,27, ",Belanja Modal Pengadaan Buku/Kepustakaan ,159990000,
"5,2,3,27,013, ",Belanja modal pengadaan buku ilmu pengetahuan umum ,118110000,
"5,2,3,27,016, ",Belanja modal pengadaan buku pengetahuan dan teknologi ,9840000,
"5,2,3,27,017, ",Belanja modal pengadaan buku ensiklopedia ,2000000,
"5,2,3,27,021, ",Belanja modal pengadaan buku peraturan perundang-undangan ,30040000,
"5,2,3,28, ","Belanja Modal Pengadaan Barang bercorak Kesenian, Kebudayaan ",1458863500,
"5,2,3,28,006, ",Belanja modal pengadaan maket/miniatur/diorama ,8000000,
"5,2,3,28,007, ",Belanja modal gamelan/wayang ,929692500,
"5,2,3,28,085, ",Belanja modal pengadaan alat musik ,521171000,
"5,2,3,30, ",Belanja Modal Pengadaan Alat-alat Persejataan/Keamanan ,11250000,
"5,2,3,30,011, ",Belanja modal pengadaan alarm/sirene ,10000000,
"5,2,3,30,012, ",Belanja modal pengadaan sentolop/senter ,1250000,
"5,2,3,31, ",Belanja Modal Pengadaan sarana olah raga ,150794500,
"5,2,3,31,001, ",Belanja modal alat olah raga ,140594500,
"5,2,3,31,002, ",Belanja modal alat panjat tebing ,10200000,
,JUMLAH BELANJA ,1758138711553.44,
,SURPLUS/(DEFISIT) ,-18140262843.25,
9,BEBAN ,1758138711553.44,
6,PEMBIAYAAN DAERAH ,18140262843.25,
"6,1, ",Penerimaan Pembiayaan Daerah ,43171589753.25,
"6,1,1, ",Sisa Lebih Perhitungan Anggaran Daerah Tahun Sebelumnya ,43171589753.25,
"6,1,1,01, ",Pelampauan penerimaan PAD ,0,
"6,1,1,01,01, ",Pajak Daerah ,0,
"6,1,1,01,02, ",Retribusi Daerah ,0,
"6,1,1,01,03, ",Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan ,0,
"6,1,1,01,04, ",Lain-Lain PAD yang sah ,0,
"6,1,1,02, ",Pelampauan penerimaan Dana Perimbangan ,0,
"6,1,1,02,01, ",Bagi Hasil Pajak ,0,
"6,1,1,02,02, ",Bagi Hasil Bukan Pajak/Sumber Daya Alam ,0,
"6,1,1,02,03, ",Dana Alokasi Umum ,0,
"6,1,1,02,04, ",Dana Alokasi Khusus ,0,
"6,1,1,03, ",Pelampauan Penerimaan Lain-Lain Pendapatan Daerah Yang Sah ,0,
"6,1,1,03,01, ",Pendapatan hibah ,0,
"6,1,1,03,02, ",Dana darurat ,0,
"6,1,1,03,03, ",Bagi hasil pajak dari propinsi ,0,
"6,1,1,03,04, ",Dana Penyesuaian ,0,
"6,1,1,03,05, ",Bantuan keuangan dari propinsi ,0,
"6,1,1,03,06, ","Pendapatan ,,,,, ",0,
"6,1,1,04, ",Sisa Penghematan Belanja atau akibat lainnya ,43171589753.25,
"6,1,1,04,01, ",Belanja Pegawai dari Belanja Tidak Langsung ,7031326910,
"6,1,1,04,02, ",Belanja Pegawai dari Belanja Langsung ,3000000000,
"6,1,1,04,03, ",Belanja Barang dan Jasa ,25000000000,
"6,1,1,04,04, ",Belanja Modal ,8140262843.25,
"6,1,1,04,05, ",Belanja Bunga ,0,
"6,1,1,04,06, ",Belanja Subsidi ,0,
"6,1,1,04,07, ",Belanja Hibah ,0,
"6,1,1,04,08, ",Belanja Bantuan Sosial ,0,
"6,1,1,04,09, ",Belanja Belanja Bagi Hasil ,0,
"6,1,1,04,10, ",Belanja Bantuan Keuangan ,0,
"6,1,1,04,11, ",Belanja Belanja Tidak Terduga ,0,
"6,1,1,05, ",Sisa Belanja DAK ,0,
"6,1,1,05,01, ",BIdang Pendidikan ,0,
"6,1,1,05,02, ",Bidang Kesehatan ,0,
"6,1,1,05,03, ",Bidang Infrastruktur Jalan ,0,
"6,1,1,05,04, ",Bidang Infrastruktur Irigasi ,0,
"6,1,1,05,05, ",Bidang Infrastruktur Air Minum ,0,
"6,1,1,05,06, ",Bidang Infrastruktur Sanitasi ,0,
"6,1,1,05,07, ",Bidang Kelautan dan Perikanan ,0,
"6,1,1,05,08, ",Bidang Pertanian ,0,
"6,1,1,05,09, ",Bidang Lingkungan Hidup ,0,
"6,1,1,05,10, ",Bidang Keluarga Berencana ,0,
"6,1,1,05,11, ",Bidang Kehutanan ,0,
"6,1,1,05,12, ",Bidang Perdagangan ,0,
"6,1,1,05,13, ",Bidang Keselamatan Transportasi Darat ,0,
"6,1,1,05,14, ",Bidang Transportasi Pedesaan ,0,
"6,1,1,05,15, ",Bidang Energi Pedesaan ,0,
"6,1,1,05,16, ",Prasarana Pemerintah Daerah ,0,
"6,1,1,06, ",Sisa Belanja Dana Bagi Hasil ,0,
"6,1,1,06,01, ",Sisa Dana bagi Hasil PBB ,0,
"6,1,1,06,02, ",Sisa Dana bagi Hasil PPh ,0,
"6,1,1,07, ",Sisa Belanja Dana Penyesuaian ,0,
"6,1,1,07,01, ",Sisa Dana Penyesuaian BOS ,0,
"6,1,1,08, ",Penerimaan Kembali Pinjaman ,0,
"6,1,1,08,01, ",Penerimaan kembali pinjaman pembiayaan ,0,
"6,1,1,09, ",Penerimaan Piutang ,0,
"6,1,1,09,01, ",Penerimaan piutang pembiayaan ,0,
"6,1,1,10, ",Sisa pengeluaran pembiayaan ,0,
"6,1,1,10,01, ",Penghematan penyertaan modal ,0,
"6,1,1,10,02, ",Penghematan pembayaran pokok utang ,0,
"6,1,1,10,03, ",Penghetmatan pemberian pinjaman daerah ,0,
"6,1,2, ",Pencairan Dana Cadangan ,0,
"6,1,2,01, ",Pencairan Dana Cadangan ,0,
"6,1,2,01,01, ",Pencairan Dana Cadangan ,0,
"6,1,5, ",Penerimaan Kembali Pemberian Pinjaman ,0,
"6,1,5,01, ","Penerimaan Kembali Pemberian Pinjaman, ",0,
"6,1,5,01,01, ",Penerimaan Kembali Pemberian Pinjaman Kelompok/Masyarakat ,0,
"6,1,6, ",Penerimaan piutang  daerah ,0,
"6,1,6,01, ",Penerimaan  piutang daerah dari pendapatan daerah ,0,
"6,1,6,01,01, ",Penerimaan piutang daerah dari pendapatan pajak daerah ,0,
"6,1,6,01,02, ",Penerimaan piutang daerah dari pendapatan retribusi daerah ,0,
"6,1,6,01,03, ",Penerimaan piutang daerah dari lain-lain pendapatan yang sah ,0,
,JUMLAH PENERIMAAN PEMBIAYAAN ,43171589753.25,
"6,2, ",Pengeluaran Pembiayaan Daerah ,25031326910,
"6,2,2, ",Penyertaan Modal (Investasi) Pemerintah Daerah ,24962000000,
"6,2,2,02, ",Badan usaha milik daerah (BUMD) ,24962000000,
"6,2,2,02,01, ",Penyertaan Modal pada BPD DIY Cabang wonosari ,11462000000,
"6,2,2,02,02, ","Penyertaan Modala pada PD, BPR Bank Daerah Gunungkidul ",10000000000,
"6,2,2,02,03, ",Penyertaan Modal pada PDAM ,3500000000,
"6,2,3, ",Pembayaran Pokok Utang ,69326910,
"6,2,3,03, ",Pembayaran Pokok Utang yang Jatuh Tempo kepada Lembaga Keuangan Bank ,69326910,
"6,2,3,03,01, ",Pembayaran Pokok Utang pada LOAN ADB ,69326910,
,JUMLAH PENGELUARAN PEMBIAYAAN ,25031326910,
,PEMBIAYAAN NETO ,18140262843.25,
